airport_name,far_description,investigation_type,report_status,longitude,total_minor_injuries,number_of_engines,registration_number,total_serious_injuries,publication_date,airport_code,air_carrier,location,aircraft_category,schedule,accident_number,latitude
Apple Valley Airport,091,Accident,The pilot's loss of aircraft control for undetermined reasons while maneuvering at low altitude.,1171110W,0.0,1.0,N781VP,0.0,25-09-2020,APV,Harvey G Leyde Jr,"Apple Valley, CA",Airplane,,WPR09LA264,343431N
Ranger Municipal Airport,091,Accident,The pilot's inability to maintain directional control due to the buckling of the right landing gear as a result of corrosion.,0984035W,0.0,1.0,N42WT,0.0,25-09-2020,F23,,"Ranger, TX",Airplane,,CEN09CA315,032275N
Robbins Agricultural Airstrip,137,Accident,The pilot's failure to maintain directional control during the takeoff roll on a rough runway surface.,1214748W,0.0,1.0,N3094L,0.0,25-09-2020,PVT,FARM AIR FLYING SERVICE INC,"Robbins, CA",Airplane,,WPR09CA267,385525N
Ontario Municipal Airport,091,Accident,The pilot's misjudged landing flare.  Contributing to the accident was the pilot's lack of any experience in the make and model airplane.,0117049W,0.0,1.0,N315RA,0.0,25-09-2020,ONO,MARLOW AND LLOYD POUNDS,"Ontario, OR",Airplane,,WPR09CA271,044113N
Skiatook Municipal Airport,091,Accident,Loss of engine power for undetermined reasons.,0096040W,0.0,1.0,N4892D,2.0,25-09-2020,2F6,Lloyd Chapin,"Skiatook, OK",Airplane,,CEN09LA325,362119N
Home Acres Sky Ranch Airport,091,Accident,The pilot's failure to maintain adequate airspeed during the initial climb.,0851016W,0.0,1.0,N8035W,1.0,25-09-2020,Y91,,"Lake City, MI",Weight-Shift,,CEN09CA334,441913N
Tacoma Narrows,091,Accident,The application of unintended braking input due to the pilot's failure to keep his feet correctly positioned on the rudder pedals during the landing roll.,1223446W,0.0,1.0,N17119,0.0,25-09-2020,KTIW,CULVER DONALD E,"Tacoma, WA",Airplane,,WPR09CA260,047166N
Beaver County Airport,091,Accident,The pilots failure to maintain directional control of the airplane during the landing rollout.,0802329W,0.0,1.0,N55MF,0.0,25-09-2020,BVI,,"Beaver Falls, PA",Airplane,,ERA09CA307,404620N
Lake Lawn Airport,091,Accident,The pilot's failure to maintain directional control during landing. Contributing to the accident was the pilot's lack of experience in the make and model airplane.,0088364W,0.0,1.0,N685J,0.0,25-09-2020,C59,,"Delavan, WI",Airplane,,CEN09CA314,042382N
Oakland Southwest Airport,091,Accident,The pilot's improper flare which resulted in a hard landing and subsequent failure of the nose landing gear.,0833725W,0.0,1.0,N701MW,0.0,25-09-2020,Y47,Student Pilot,"New Hudson, MI",Airplane,,CEN09LA319,423011N
Daytona International Airport,091,Accident,A total loss of engine power due to fuel exhaustion as a result of the pilots inadequate preflight inspection.,0081247W,1.0,2.0,N73U,0.0,25-09-2020,DAB,COMMONWEALTH AVIATION CORP,"Daytona Beach, FL",Airplane,,ERA09FA303,029115N
,091,Accident,A total loss of engine power due to fuel starvation as a result of the pilot's failure to activate the fuel boost pump when attempting an engine restart. Contributing to the accident was the pilot's failure to use a checklist.,1221641W,0.0,1.0,N210AK,0.0,25-09-2020,,NICHOLSON MFG CO,"Seattle, WA",Airplane,,WPR09CA262,473357N
,135,Accident,"The failure of the flightcrew to recognize that both engines were being supplied fuel only from the right wing fuel tanks resulting in loss of power in both engine due to fuel starvation. Contributing to the accident were the inoperative the left auxiliary fuel pump, the inoperative right no fuel transfer time delay relay, and inadequate manufacturing of the electrical wires associated with the left and right no fuel transfer time delay relays.",0805911W,0.0,2.0,N8001V,0.0,25-09-2020,,EXECUTIVE AIRLINK INC,"Yeehaw Junction, FL",Airplane,NSCH,ERA09FA304,274543N
Hinckley Airport,091,Accident,"The pilot's improper use of the helicopter's collective both during the takeoff sequence and while attempting remedial action in response to an engine over-boost condition, which resulted in a hard precautionary landing.",0112048W,0.0,1.0,N5699N,0.0,25-09-2020,KOGD,DUFFY JAMES W,"Ogden, UT",Helicopter,,WPR09LA261,411148N
Flying W Airport,091,Accident,"The pilot's failure to maintain aircraft control during initial climb, which resulted in a loss of adequate airspeed and a subsequent aerodynamic stall.",0744826W,0.0,1.0,N49396,1.0,25-09-2020,N14,"Cave Flight School, LLC","Lumberton, NJ",Airplane,,ERA09CA306,039564N
,091,Accident,The loss of aircraft control for undetermined reasons.,0099747W,0.0,1.0,N600GB,0.0,25-09-2020,,,"Fredericksburg, TX",Weight-Shift,,CEN09LA312,030224N
,091,Accident,The pilot's excessive descent rate.,1065358W,1.0,0.0,N120RB,0.0,25-09-2020,,,"Albuquerque, NM",Balloon,,CEN09LA318,035524N
Brainerd Lakes Regional Airpor,091,Accident,The pilot's failure to maintain aircraft control while landing in gusty winds.,0009485W,0.0,1.0,N3970G,0.0,25-09-2020,BRD,,"Brainerd, MN",Airplane,,CEN09CA321,004626N
Laconia Municipal Airport,091,Accident,The pilots failure to maintain control during landing.,0071254W,0.0,1.0,N47GT,0.0,25-09-2020,KLCI,Glenn L. Tonnesen,"Meredith, NH",Helicopter,,ERA09CA337,433423N
Walker County Airport,091,Accident,A total loss of engine power due to fuel starvation as a result of the flight instructor's improper fuel management.,0871831W,0.0,1.0,N1669H,2.0,25-09-2020,JFX,WALKER COUNTY AVIATION LLC,"Jasper, AL",Airplane,,ERA09LA308,033544N
Lucky Landings Marina & SPB,091,Accident,The pilot's misjudgment of distance and speed during landing.,0684818W,0.0,1.0,N6843X,0.0,25-09-2020,06B,,"Glenburn, ME",Airplane,,ERA09CA309,445425N
Ogden-Hinckley Airport,091,Accident,A loss of engine power during takeoff for undetermined reasons.,0112117W,1.0,1.0,N315X,0.0,25-09-2020,OGD,,"Ogden, UT",Airplane,,WPR09LA268,041126N
Grangeville,091,Accident,The pilot's failure to maintain clearance from an obstacle during taxi.,0116724W,0.0,1.0,N25353,0.0,25-09-2020,S80,,"Grangeville, ID",Airplane,,WPR09CA274,455633N
,NUSN,Accident,,0069220W,0.0,1.0,N878EE,0.0,,,,"Dominican Republic, Las Americas",Helicopter,,CEN09WA390,183713N
Cagliari Airport,NUSC,Incident,,,0.0,2.0,I-SMEB,0.0,03-11-2020,LIEE,Meridiana,"Cagliari Airport, Italy",Airplane,SCHD,DCA09WA073,
Boulder Creek Canyon Ranch,091,Accident,The pilot's failure to maintain clearance from power lines during low altitude maneuvering.,0111258W,0.0,1.0,N2898J,0.0,25-09-2020,PVT,,"Boulder, UT",Airplane,,WPR09LA269,374633N
Charlotte/Douglas Internationa,135,Incident,The Charlotte local control east controller's failure to ensure that the runway was clear prior to authorizing N409DR to enter the runway.,0805635W,0.0,2.0,N257PS,0.0,25-09-2020,CLT,,"Charlotte, NC",Airplane,SCHD,OPS09IA005,351250N
Hendrickson Flying Service Air,137,Accident,The pilot's inadequate preflight planning and preparation and his failure to perform an aborted takeoff.,0089757W,0.0,1.0,N198LA,1.0,25-09-2020,IL93,R & R Flight Service,"Mendota, IL",Airplane,,CEN09CA323,413119N
,091,Accident,"The pilots continued visual flight into instrument meteorological conditions, which resulted in controlled flight into terrain.",0822223W,0.0,1.0,N6628U,0.0,25-09-2020,,Victor Owens Jr,"Clintwood, VA",Airplane,,ERA09FA311,371537N
Pecan Plantation,091,Accident,The pilot's failure to maintain directional control during landing.,0974021W,1.0,1.0,N118TX,0.0,25-09-2020,0TX1,MORGAN KEN C,"Granbury, TX",Airplane,,CEN09LA329,032218N
Sears,091,Accident,The flight instructor and pilot's decision to take off with known control deficiencies with the aircraft which resulted in a loss of control.,0974925W,1.0,1.0,N31773,0.0,25-09-2020,None,,"Bridgeport, TX",Airplane,,CEN09LA331,331019N
San Marcos Municipal Airport,137,Accident,The ground crewmember's failure to assure that the fuel nozzle was closed before pressurizing the line. Contributing to the accident was the lack of an available fire extinguisher.,0974829W,1.0,1.0,N4823,0.0,25-09-2020,HYI,Michael E. Mollere  Lamm Ranch,"Kyle, TX",Helicopter,,CEN09LA324,295622N
Sarasota/Bradenton,091,Accident,A loss of engine power for undetermined reasons.,0823210W,0.0,1.0,N12151,0.0,25-09-2020,SRQ,,"Sarasota, FL",Airplane,,ERA09LA310,271620N
Shawnee Field Airport,091,Accident,The pilot's selection of an unsuitable landing area.,0087020W,0.0,1.0,N817R,2.0,25-09-2020,1I3,Pilot,"Bloomfield, IN",Airplane,,CEN09CA326,039240N
,091,Accident,A total loss of engine power due to fuel exhaustion as a result of the pilot's inadequate preflight fuel planning.,0953310W,0.0,1.0,N2872X,0.0,25-09-2020,,,"Houston, TX",Airplane,,CEN09CA327,030342N
Warner Springs,091,Accident,The pilot's failure to maintain clearance from a tree while maneuvering in flight.,0116352W,0.0,0.0,N5826V,0.0,25-09-2020,CL35,SKY SAILING INC,"Warner Springs, CA",Glider,,WPR09CA272,331828N
Industry Air Park,091,Accident,"The pilot's failure to attain a proper touchdown point, and his decision not to perform a go-around.",0823627W,0.0,1.0,N298SD,0.0,25-09-2020,38OH,Pilot,"Baltimore, OH",Helicopter,,CEN09CA332,395047N
Field of Dreams Airport,091,Accident,The pilots failure to maintain directional control of the airplane during landing.,0782055W,0.0,1.0,N7614U,0.0,25-09-2020,51NC,ABBOTT GEORGE F,"Zebulon, NC",Airplane,,ERA09CA321,355143N
,091,Accident,An encounter with wind shear on initial climb after takeoff.,0824538W,0.0,1.0,N250JP,1.0,25-09-2020,TN99,PENSINGER JAMES M,"Greeneville, TN",Airplane,,ERA09CA313,361747N
,091,Accident,The pilots inadequate preflight planning and preparation which resulted in a low fuel condition requiring an off-airport landing.,0793657W,0.0,1.0,N4824A,2.0,25-09-2020,,,"Aurora, WV",Airplane,,ERA09CA314,392029N
Fremont Municipal Airport,091,Accident,The passengers inability to position herself properly for the normal balloon landing.,0962419W,1.0,0.0,N31802,0.0,25-09-2020,KFET,Jaworski Richard L,"Fremont, NE",Balloon,,CEN09CA328,412730N
Stage Coach Hills,091,Accident,"A partial loss of engine power due to an obstruction of the air intake, as reported by the pilot. Contributing to the accident was the pilot's insufficient preflight inspection.",0971334W,1.0,1.0,N59357,0.0,25-09-2020,,FREY FRANCIS W JR,"Keller, TX",Airplane,,CEN09LA330,033235N
Essex County Airport,091,Accident,The pilots failure to maintain directional control of the airplane during landing. Contributing to the accident was the pilots failure to ensure that he could operate the rudder pedals without interference.,0741653W,0.0,1.0,N811SA,0.0,25-09-2020,CDW,SCHULTZ NEAL B,"Caldwell, NJ",Airplane,,ERA09CA322,405231N
Randall Airport,091,Accident,"The pilot's failure to maintain control of the airplane while landing in gusty winds, which resulted in a loss of adequate airspeed and a subsequent aerodynamic stall.",0743916W,1.0,0.0,N391BA,0.0,25-09-2020,06N,,"Middletown, NY",Glider,,ERA09CA320,414319N
Haglof Ranch Airstrip,137,Accident,The pilot's decision to attempt to takeoff in crosswind conditions that exceeded the airplanes demonstrated crosswind capability.,1061426W,0.0,1.0,N9955J,0.0,25-09-2020,PVT,,"Rock Springs, MT",Airplane,,WPR09LA281,465214N
Destin- Fort Walton Beach,091,Accident,The pilot's improper recovery from a bounced landing.,0862817W,0.0,1.0,N1481S,0.0,25-09-2020,DTS,,"Destin, FL",Airplane,,ERA09CA363,030240N
Airfield Kopaidas,UNK,Accident,,0023811W,0.0,1.0,OK-JUG19,0.0,03-11-2020,,,"Strovikion, Greece",Ultralight,,CEN09WA617,382725N
,NUSC,Accident,.,0303524W,0.0,2.0,F-GZCP,0.0,03-11-2020,,Air France,"Atlantic, France",Airplane,SCHD,DCA09RA052,025848N
Greenville Downtown Airport,091,Incident,A pitch control malfunction for undetermined reasons.,0082210W,0.0,1.0,N695CD,0.0,25-09-2020,GMU,SATSAIR LLC,"Greenville, SC",Airplane,,ERA09IA315,345053N
,091,Accident,The pilot's selection of an unsuitable landing/takeoff area.,1652643W,0.0,1.0,N94995,0.0,25-09-2020,,SHANNON CHRISTOPHER R,"Nome, AK",Airplane,,ANC09CA049,643044N
Elbert County Airport,091,Accident,The student pilot's improper recovery from a bounced landing.,0824834W,0.0,1.0,N8909W,0.0,25-09-2020,27A,David W. Dye,"Elberton, GA",Airplane,,ERA09CA318,034543N
Chicago O'Hare International,121,Incident,"The Chicago TRACON West Arrival controller's omission of a required clearance, resulting in AAL 879 overshooting the final for runway 28 and losing separation with AAL 93.",0873949W,0.0,2.0,,0.0,25-09-2020,ORD,,"Chicago, IL",Airplane,SCHD,OPS09IA006,041592N
Uddevalla Rorkarr Flygplats,NUSN,Accident,Under the jurisdiction and control of the Swedish government.,0114631E,0.0,1.0,SE-GUP,0.0,03-11-2020,ESGU,,"Uddevalla, Sweden",Airplane,,CEN09WA333,058224N
Bolinder Field-Tooele Valley,091,Accident,The pilot's failure to maintain directional control during landing.,0112213W,0.0,1.0,N5262Y,0.0,25-09-2020,TVY,CORNERSTONE AIVATION,"Tooele, UT",Airplane,,WPR09CA275,403645N
Hurst Landing,091,Accident,The pilot's misjudged approach and failure to attain the proper touchdown point.,1201239W,0.0,1.0,N1015F,0.0,25-09-2020,PVT,,"Wenatchee, WA",Airplane,,WPR09CA276,472359N
Copiah County Airport,091,Accident,A total loss of engine power due to fuel starvation as a result of the flightcrew's improper fuel management.,0090227W,0.0,1.0,N1399X,0.0,25-09-2020,M11,,"Gallman, MS",Airplane,,ERA09LA316,315410N
Creve Coeur Airport,091,Accident,"The improper installation of the wing fairing during recent maintenance, which resulted in the partial separation of the fairing shortly after takeoff.",0903030W,0.0,1.0,N76456,0.0,25-09-2020,1H0,Richard L. Fiser,"St. Louis, MO",Airplane,,CEN09LA335,384336N
,133,Accident,"The inadequate design of the fourth-stage turbine wheel, resulting in the fatigue failure of one airfoil and a subsequent loss of engine power.",0079751W,1.0,1.0,N8356F,0.0,25-09-2020,,"Aerial Solutions, Inc.","Greenville, VA",Helicopter,,ERA09LA317,375939N
Williamsburg Regional Airport,137,Accident,"The pilot's failure to maintain adequate airspeed while maneuvering, which resulted in an aerodynamic stall.",0795125W,0.0,1.0,N9364R,0.0,25-09-2020,CKI,Guy McClary,"Kingstree, SC",Airplane,,ERA09CA319,033432N
Midland Airpark,091,Accident,The pilot's improper flare resulting in a hard landing. Contributing to the accident was the inadequate oversight of the flight by the instructor pilot.,0874833W,0.0,1.0,N33UB,0.0,25-09-2020,MDD,Professional Pilot Program-Midland College,"Midland, TX",Airplane,,CEN09CA336,415322N
Boise Air Terminal (Gowen Fld),091,Accident,The pilot's failure to maintain terrain clearance during cruise flight.,0011596W,0.0,1.0,N70946,0.0,25-09-2020,KBOI,,"Atlanta, ID",Airplane,,WPR09FA282,043569N
Cleveland Hopkins Intl Airport,135,Incident,"The ground controller did not issue taxi instructions in accordance with FAA Order 7110.65, paragraph 3-7-2.  The local controller did not scan the runways prior to issuing a taxi into position and hold instruction to SWA1080 as required by FAA Order 7110.65 paragraph 3-1-12.  The local controller did not cancel takeoff clearance for BTA2941 as required by FAA Order 7110.65, paragraph 3-9-10.",0814011W,0.0,2.0,N16963,0.0,25-09-2020,CLE,,"Cleveland, OH",Airplane,SCHD,OPS09IA007,412924N
,091,Accident,The pilot's failure to maintain directional control during an off- airport landing.,1652346W,0.0,1.0,N2532F,0.0,25-09-2020,,Mike Quinn,"Nome, AK",Airplane,,ANC09CA055,643047N
Clinton Municipal,091,Accident,The pilot's failure to maintain control of the aircraft during takeoff. Contributing to the accident was his failure to secure a wing fuel panel prior to departure.,0092273W,0.0,1.0,N9093Y,0.0,25-09-2020,CCA,COLEMAN ATHENA M,"Clinton, AR",Airplane,,CEN09CA337,353531N
Benson Municipal Airport,091,Accident,The pilot under instruction's inadequate autorotation technique and the instructor pilots delayed remedial action to arrest the rate of descent of the helicopter while in an autorotation flare.,1102128W,0.0,1.0,N6641D,0.0,25-09-2020,E95,Dept of Homeland Security,"Benson, AZ",Helicopter,,WPR09TA277,315958N
Clark Regional,091,Accident,An in-flight collision with a large bird during the airplane's initial climb.,0085442W,0.0,2.0,N73HH,0.0,25-09-2020,JVY,M & L AIRWAYS INC,"Sellersburg, IN",Airplane,,CEN09CA418,038215N
